functional_domain,storage_zone,job_id,relationship,dataset
4CFMMC,MASTERDATA,4cfmmc-rfwxgdvo-morborhozoww,OUTPUT,d_4cfmmc_4716
4CFMMC,MASTERDATA,4cfmmc-rfwxgdvo-morborhozoww,INPUT,d_4cfmmc_4715
4CFMMC,MASTERDATA,4cfmmc-wmosnuln-nsqnzenpqbrj,INPUT,d_4cfmmc_3562
4CFMMC,MASTERDATA,4cfmmc-wmosnuln-nsqnzenpqbrj,INPUT,d_4cfmmc_3498
4CFMMC,MASTERDATA,4cfmmc-wmosnuln-nsqnzenpqbrj,OUTPUT,d_4cfmmc_4717
4CFMMC,MASTERDATA,4cfmmc-vngckxpg-lfvzhfbpxtis,INPUT,d_4cfmmc_3489
4CFMMC,MASTERDATA,4cfmmc-vngckxpg-lfvzhfbpxtis,INPUT,d_4cfmmc_3498
4CFMMC,MASTERDATA,4cfmmc-vngckxpg-lfvzhfbpxtis,OUTPUT,d_4cfmmc_4717
4CFMMC,MASTERDATA,4cfmmc-vngckxpg-lfvzhfbpxtis,INPUT,d_4cfmmc_3562
4CFMMC,MASTERDATA,4cfmmc-opgmdxtj-oapqzfcrwadb,INPUT,d_4cfmmc_3562
4CFMMC,MASTERDATA,4cfmmc-opgmdxtj-oapqzfcrwadb,OUTPUT,d_4cfmmc_4717
4CFMMC,MASTERDATA,4cfmmc-opgmdxtj-oapqzfcrwadb,INPUT,d_4cfmmc_3498
4CFMMC,MASTERDATA,4cfmmc-mgnmrcuk-fkyojkgkvzhv,INPUT,d_4cfmmc_4717
4CFMMC,MASTERDATA,4cfmmc-qwbjvdfk-ypzprpsiplkr,INPUT,d_4cfmmc_4717
4CFMMC,MASTERDATA,4cfmmc-qwbjvdfk-ypzprpsiplkr,INPUT,d_4cfmmc_3562
4CFMMC,STAGING IN,4cfmmc-jgbolskt-sqdkekezimyi,INPUT,d_4cfmmc_784
4CFMMC,RAWDATA,4cfmmc-jgbolskt-sqdkekezimyi,OUTPUT,d_4cfmmc_4592
4CFMMC,MASTERDATA,4cfmmc-pokjnsqg-hwymxiouroqa,INPUT,d_4cfmmc_4723
4CFMMC,STAGING OUT,4cfmmc-pokjnsqg-hwymxiouroqa,OUTPUT,d_4cfmmc_1388
4CFMMC,MASTERDATA,4cfmmc-biepxqim-pkkpvxbgskyf,INPUT,d_4cfmmc_4719
4CFMMC,MASTERDATA,4cfmmc-biepxqim-pkkpvxbgskyf,OUTPUT,d_4cfmmc_4720
4CFMMC,STAGING IN,4cfmmc-dfjjhygv-eqfnqshjgcqn,INPUT,d_4cfmmc_1758
4CFMMC,MASTERDATA,4cfmmc-dfjjhygv-eqfnqshjgcqn,OUTPUT,d_4cfmmc_2015
4CFMMC,MASTERDATA,4cfmmc-wfdshpmf-fajyqbiqvbjt,OUTPUT,d_4cfmmc_2015
4CFMMC,STAGING IN,4cfmmc-wfdshpmf-fajyqbiqvbjt,INPUT,d_4cfmmc_1689
4CFMMC,STAGING IN,4cfmmc-amzuunxg-zksptaypbbuh,INPUT,d_4cfmmc_1691
4CFMMC,MASTERDATA,4cfmmc-amzuunxg-zksptaypbbuh,OUTPUT,d_4cfmmc_2015
4CFMMC,MASTERDATA,4cfmmc-zwpbnabo-nxsvxertwyrx,OUTPUT,d_4cfmmc_2015
4CFMMC,STAGING IN,4cfmmc-zwpbnabo-nxsvxertwyrx,INPUT,d_4cfmmc_1690
4CFMMC,STAGING IN,4cfmmc-dhbkhfiw-vxuuutavwdui,INPUT,d_4cfmmc_1523
4CFMMC,MASTERDATA,4cfmmc-dhbkhfiw-vxuuutavwdui,OUTPUT,d_4cfmmc_2015
4CFMMC,MASTERDATA,4cfmmc-oulutcau-jgymbrheztbe,OUTPUT,d_4cfmmc_2015
4CFMMC,STAGING IN,4cfmmc-oulutcau-jgymbrheztbe,INPUT,d_4cfmmc_1525
4CFMMC,MASTERDATA,4cfmmc-sqkwvstb-zvwhstptxbha,OUTPUT,d_4cfmmc_2015
4CFMMC,STAGING IN,4cfmmc-sqkwvstb-zvwhstptxbha,INPUT,d_4cfmmc_1524
4CFMMC,MASTERDATA,4cfmmc-ogydcjod-ukqcdgzrfskh,OUTPUT,d_4cfmmc_2015
4CFMMC,STAGING IN,4cfmmc-ogydcjod-ukqcdgzrfskh,INPUT,d_4cfmmc_1526
GOGM7U,MASTERDATA,gogm7u-epatcerm-wlpczckqdtzu,OUTPUT,d_gogm7u_4725
GOGM7U,MASTERDATA,gogm7u-epatcerm-wlpczckqdtzu,INPUT,d_gogm7u_4724
GOGM7U,MASTERDATA,gogm7u-kppnekov-hzfafaqzyftm,INPUT,d_gogm7u_4726
GOGM7U,MASTERDATA,gogm7u-kppnekov-hzfafaqzyftm,OUTPUT,d_gogm7u_4727
GOGM7U,MASTERDATA,gogm7u-qssvuejd-zccezcteaihe,OUTPUT,d_gogm7u_4729
GOGM7U,MASTERDATA,gogm7u-qssvuejd-zccezcteaihe,INPUT,d_gogm7u_4728
GOGM7U,MASTERDATA,gogm7u-iiiibcwf-lcegrwzdgoox,INPUT,d_gogm7u_4730
GOGM7U,MASTERDATA,gogm7u-iiiibcwf-lcegrwzdgoox,OUTPUT,d_gogm7u_4731
GOGM7U,MASTERDATA,gogm7u-zljxxscf-irsgctszhabf,OUTPUT,d_gogm7u_4733
GOGM7U,MASTERDATA,gogm7u-zljxxscf-irsgctszhabf,INPUT,d_gogm7u_4732
GOGM7U,MASTERDATA,gogm7u-uznkhlaa-faumldabmpdb,OUTPUT,d_gogm7u_4735
GOGM7U,MASTERDATA,gogm7u-uznkhlaa-faumldabmpdb,INPUT,d_gogm7u_4734
GOGM7U,MASTERDATA,gogm7u-pvyfgcwi-lsuqiewhuftd,OUTPUT,d_gogm7u_4737
GOGM7U,MASTERDATA,gogm7u-pvyfgcwi-lsuqiewhuftd,INPUT,d_gogm7u_4736
GOGM7U,MASTERDATA,gogm7u-pyyokvfp-craswbhzzdpn,INPUT,d_gogm7u_4738
GOGM7U,MASTERDATA,gogm7u-pyyokvfp-craswbhzzdpn,OUTPUT,d_gogm7u_4739
GOGM7U,MASTERDATA,gogm7u-zmidjegx-zginvypfgysj,OUTPUT,d_gogm7u_4741
GOGM7U,MASTERDATA,gogm7u-zmidjegx-zginvypfgysj,INPUT,d_gogm7u_4740
GOGM7U,MASTERDATA,gogm7u-jdizqpxm-emjvweovbslg,OUTPUT,d_gogm7u_4743
GOGM7U,MASTERDATA,gogm7u-jdizqpxm-emjvweovbslg,INPUT,d_gogm7u_4742
GOGM7U,MASTERDATA,gogm7u-hymntajn-cevskazzhqyt,INPUT,d_gogm7u_4728
GOGM7U,STAGING OUT,gogm7u-hymntajn-cevskazzhqyt,OUTPUT,d_gogm7u_1389
GOGM7U,STAGING OUT,gogm7u-ukosqpca-fukotbesdgep,OUTPUT,d_gogm7u_1390
GOGM7U,MASTERDATA,gogm7u-ukosqpca-fukotbesdgep,INPUT,d_gogm7u_4732
GOGM7U,MASTERDATA,gogm7u-mqefgooz-ynfnpxyslaen,INPUT,d_gogm7u_4736
GOGM7U,STAGING OUT,gogm7u-mqefgooz-ynfnpxyslaen,OUTPUT,d_gogm7u_1391
GOGM7U,MASTERDATA,gogm7u-cozxrepc-tltmxuqsmieu,INPUT,d_gogm7u_4741
GOGM7U,MASTERDATA,gogm7u-cozxrepc-tltmxuqsmieu,INPUT,d_gogm7u_4740
GOGM7U,MASTERDATA,gogm7u-cozxrepc-tltmxuqsmieu,OUTPUT,d_gogm7u_2015
GOGM7U,MASTERDATA,gogm7u-sangvtne-eqckwprnhbke,OUTPUT,d_gogm7u_2015
GOGM7U,MASTERDATA,gogm7u-sangvtne-eqckwprnhbke,INPUT,d_gogm7u_4742
GOGM7U,MASTERDATA,gogm7u-gweucrvh-sllgqlgjgpdu,INPUT,d_gogm7u_4743
GOGM7U,MASTERDATA,gogm7u-gweucrvh-sllgqlgjgpdu,INPUT,d_gogm7u_4742
GOGM7U,MASTERDATA,gogm7u-gweucrvh-sllgqlgjgpdu,OUTPUT,d_gogm7u_2015
GOGM7U,MASTERDATA,gogm7u-ukuxbpgd-jturmzmbkbth,OUTPUT,d_gogm7u_2015
GOGM7U,MASTERDATA,gogm7u-ukuxbpgd-jturmzmbkbth,INPUT,d_gogm7u_4744
7RUTSW,,7rutsw-qxrsvfot-rgbtwniwhqik,INPUT,d_7rutsw_2275
7RUTSW,,7rutsw-qxrsvfot-rgbtwniwhqik,INPUT,d_7rutsw_2287
7RUTSW,,7rutsw-qxrsvfot-rgbtwniwhqik,OUTPUT,d_7rutsw_1778
7RUTSW,,7rutsw-qxrsvfot-rgbtwniwhqik,OUTPUT,d_7rutsw_1771
7RUTSW,,7rutsw-qxrsvfot-rgbtwniwhqik,INPUT,d_7rutsw_1770
7RUTSW,,7rutsw-qxrsvfot-rgbtwniwhqik,INPUT,d_7rutsw_2279
7RUTSW,,7rutsw-jmagupqd-brniwfzmuqmi,INPUT,d_7rutsw_2287
7RUTSW,,7rutsw-jmagupqd-brniwfzmuqmi,INPUT,d_7rutsw_1773
7RUTSW,,7rutsw-jmagupqd-brniwfzmuqmi,OUTPUT,d_7rutsw_1782
7RUTSW,,7rutsw-jmagupqd-brniwfzmuqmi,OUTPUT,d_7rutsw_1780
7RUTSW,,7rutsw-jmagupqd-brniwfzmuqmi,OUTPUT,d_7rutsw_1781
7RUTSW,,7rutsw-jmagupqd-brniwfzmuqmi,OUTPUT,d_7rutsw_1774
7RUTSW,,7rutsw-jmagupqd-brniwfzmuqmi,INPUT,d_7rutsw_2284
7RUTSW,,7rutsw-jmagupqd-brniwfzmuqmi,INPUT,d_7rutsw_2279
7RUTSW,,7rutsw-jmagupqd-brniwfzmuqmi,INPUT,d_7rutsw_2288
7RUTSW,,7rutsw-jmagupqd-brniwfzmuqmi,INPUT,d_7rutsw_2275
7RUTSW,,7rutsw-bckwjxmz-axguyffjfhkm,INPUT,d_7rutsw_2275
7RUTSW,,7rutsw-bckwjxmz-axguyffjfhkm,INPUT,d_7rutsw_2277
7RUTSW,,7rutsw-bckwjxmz-axguyffjfhkm,INPUT,d_7rutsw_2279
7RUTSW,,7rutsw-bckwjxmz-axguyffjfhkm,OUTPUT,d_7rutsw_1775
7RUTSW,,7rutsw-bckwjxmz-axguyffjfhkm,INPUT,d_7rutsw_1772
7RUTSW,,7rutsw-bckwjxmz-axguyffjfhkm,INPUT,d_7rutsw_2288
7RUTSW,,7rutsw-bckwjxmz-axguyffjfhkm,OUTPUT,d_7rutsw_1779
7RUTSW,,7rutsw-ietksoap-krammewkkyin,INPUT,d_7rutsw_1783
7RUTSW,,7rutsw-ietksoap-krammewkkyin,OUTPUT,d_7rutsw_1994
7RUTSW,,7rutsw-nhzsigxb-cnddvuxjzbnk,INPUT,d_7rutsw_1776
7RUTSW,,7rutsw-nhzsigxb-cnddvuxjzbnk,INPUT,d_7rutsw_2279
7RUTSW,,7rutsw-nhzsigxb-cnddvuxjzbnk,OUTPUT,d_7rutsw_1777
7RUTSW,,7rutsw-nhzsigxb-cnddvuxjzbnk,INPUT,d_7rutsw_2277
7RUTSW,,7rutsw-nhzsigxb-cnddvuxjzbnk,INPUT,d_7rutsw_2275
7RUTSW,,7rutsw-ltngahmh-tcezpxujbzfd,INPUT,d_7rutsw_2275
7RUTSW,,7rutsw-ltngahmh-tcezpxujbzfd,INPUT,d_7rutsw_2278
7RUTSW,,7rutsw-ltngahmh-tcezpxujbzfd,INPUT,d_7rutsw_2283
7RUTSW,,7rutsw-ltngahmh-tcezpxujbzfd,INPUT,d_7rutsw_1455
7RUTSW,,7rutsw-ltngahmh-tcezpxujbzfd,OUTPUT,d_7rutsw_1768
7RUTSW,,7rutsw-xzcobqjy-qjwzpxjdqudh,OUTPUT,d_7rutsw_1769
7RUTSW,,7rutsw-xzcobqjy-qjwzpxjdqudh,INPUT,d_7rutsw_2287
7RUTSW,,7rutsw-xzcobqjy-qjwzpxjdqudh,OUTPUT,d_7rutsw_1784
7RUTSW,,7rutsw-xzcobqjy-qjwzpxjdqudh,INPUT,d_7rutsw_2284
7RUTSW,,7rutsw-xzcobqjy-qjwzpxjdqudh,INPUT,d_7rutsw_2283
7RUTSW,,7rutsw-xzcobqjy-qjwzpxjdqudh,INPUT,d_7rutsw_2288
7RUTSW,,7rutsw-rxsazyyk-seuvvoemcmnk,OUTPUT,d_7rutsw_1783
7RUTSW,,7rutsw-rxsazyyk-seuvvoemcmnk,OUTPUT,d_7rutsw_1770
7RUTSW,,7rutsw-rxsazyyk-seuvvoemcmnk,OUTPUT,d_7rutsw_1772
7RUTSW,,7rutsw-rxsazyyk-seuvvoemcmnk,OUTPUT,d_7rutsw_1776
7RUTSW,,7rutsw-rxsazyyk-seuvvoemcmnk,INPUT,d_7rutsw_1769
7RUTSW,,7rutsw-rxsazyyk-seuvvoemcmnk,INPUT,d_7rutsw_1994
7RUTSW,,7rutsw-rxsazyyk-seuvvoemcmnk,OUTPUT,d_7rutsw_1773
7RUTSW,,7rutsw-rxsazyyk-seuvvoemcmnk,INPUT,d_7rutsw_1768
7RUTSW,,7rutsw-tstnukiw-jfdjdbkuyifz,OUTPUT,d_7rutsw_1993
7RUTSW,,7rutsw-tstnukiw-jfdjdbkuyifz,INPUT,d_7rutsw_1783
7RUTSW,,7rutsw-tstnukiw-jfdjdbkuyifz,INPUT,d_7rutsw_1774
8T1D5U,STAGING IN,8t1d5u-rqzkfwyu-ffxxlcpahxsb,INPUT,d_8t1d5u_512
8T1D5U,MASTERDATA,8t1d5u-rqzkfwyu-ffxxlcpahxsb,OUTPUT,d_8t1d5u_4758
8T1D5U,STAGING IN,8t1d5u-cpdlwadf-svdceusrwlzi,INPUT,d_8t1d5u_513
8T1D5U,MASTERDATA,8t1d5u-cpdlwadf-svdceusrwlzi,OUTPUT,d_8t1d5u_4759
COXSGQ,RAWDATA,coxsgq-hhxucqzn-efmpitytxpoh,INPUT,d_coxsgq_4759
COXSGQ,MASTERDATA,coxsgq-hhxucqzn-efmpitytxpoh,OUTPUT,d_coxsgq_4759
8T1D5U,MASTERDATA,8t1d5u-hiiejtut-ymzcblgygnbr,OUTPUT,d_8t1d5u_4760
8T1D5U,STAGING IN,8t1d5u-hiiejtut-ymzcblgygnbr,INPUT,d_8t1d5u_515
8T1D5U,STAGING IN,8t1d5u-ywkdqjht-ychacgmolrgx,INPUT,d_8t1d5u_517
8T1D5U,MASTERDATA,8t1d5u-ywkdqjht-ychacgmolrgx,OUTPUT,d_8t1d5u_4761
8T1D5U,MASTERDATA,8t1d5u-ivmzylvt-rzbmsvwzelwd,OUTPUT,d_8t1d5u_4762
8T1D5U,STAGING IN,8t1d5u-ivmzylvt-rzbmsvwzelwd,INPUT,d_8t1d5u_518
8T1D5U,MASTERDATA,8t1d5u-uumfbhbr-knoxyhuannzw,INPUT,d_8t1d5u_4764
8T1D5U,MASTERDATA,8t1d5u-uumfbhbr-knoxyhuannzw,INPUT,d_8t1d5u_4765
8T1D5U,MASTERDATA,8t1d5u-uumfbhbr-knoxyhuannzw,OUTPUT,d_8t1d5u_4767
8T1D5U,MASTERDATA,8t1d5u-ubjyycrz-bdazwyrxuprc,OUTPUT,d_8t1d5u_4764
8T1D5U,STAGING IN,8t1d5u-ubjyycrz-bdazwyrxuprc,INPUT,d_8t1d5u_520
8T1D5U,STAGING IN,8t1d5u-xntdfljn-pqhwgmjkllup,INPUT,d_8t1d5u_519
8T1D5U,MASTERDATA,8t1d5u-xntdfljn-pqhwgmjkllup,OUTPUT,d_8t1d5u_4764
8T1D5U,STAGING IN,8t1d5u-frfguvqc-ljehkhnxgyjv,INPUT,d_8t1d5u_523
8T1D5U,MASTERDATA,8t1d5u-frfguvqc-ljehkhnxgyjv,OUTPUT,d_8t1d5u_4765
8T1D5U,RAWDATA,8t1d5u-mfdvoudn-debvzhlvtwlh,INPUT,d_8t1d5u_4765
8T1D5U,MASTERDATA,8t1d5u-mfdvoudn-debvzhlvtwlh,OUTPUT,d_8t1d5u_4766
8T1D5U,STAGING IN,8t1d5u-ryedkozc-wkgbdjilkucj,INPUT,d_8t1d5u_521
8T1D5U,MASTERDATA,8t1d5u-ryedkozc-wkgbdjilkucj,OUTPUT,d_8t1d5u_4765
8T1D5U,STAGING IN,8t1d5u-jculgtkn-bzphmvgumwig,INPUT,d_8t1d5u_524
8T1D5U,MASTERDATA,8t1d5u-jculgtkn-bzphmvgumwig,OUTPUT,d_8t1d5u_4767
8T1D5U,MASTERDATA,8t1d5u-vaqacpql-zfndtdbuclhu,OUTPUT,d_8t1d5u_4768
8T1D5U,STAGING IN,8t1d5u-vaqacpql-zfndtdbuclhu,INPUT,d_8t1d5u_525
8T1D5U,STAGING IN,8t1d5u-pspqxqth-qpynumstgoam,INPUT,d_8t1d5u_526
8T1D5U,MASTERDATA,8t1d5u-pspqxqth-qpynumstgoam,OUTPUT,d_8t1d5u_4769
8T1D5U,MASTERDATA,8t1d5u-aorytrar-zdkqwgrmzmnl,OUTPUT,d_8t1d5u_4770
8T1D5U,STAGING IN,8t1d5u-aorytrar-zdkqwgrmzmnl,INPUT,d_8t1d5u_527
8T1D5U,STAGING IN,8t1d5u-prlygmey-ncqghpzjllnm,INPUT,d_8t1d5u_528
8T1D5U,MASTERDATA,8t1d5u-prlygmey-ncqghpzjllnm,OUTPUT,d_8t1d5u_4771
8T1D5U,MASTERDATA,8t1d5u-fcadoguf-lffqsufxczvc,INPUT,d_8t1d5u_4771
8T1D5U,MASTERDATA,8t1d5u-fcadoguf-lffqsufxczvc,OUTPUT,d_8t1d5u_4763
8T1D5U,MASTERDATA,8t1d5u-fcadoguf-lffqsufxczvc,INPUT,d_8t1d5u_4772
8T1D5U,MASTERDATA,8t1d5u-fcadoguf-lffqsufxczvc,INPUT,d_8t1d5u_5324
8T1D5U,MASTERDATA,8t1d5u-fcadoguf-lffqsufxczvc,INPUT,d_8t1d5u_5329
8T1D5U,STAGING IN,8t1d5u-lfklnpbz-rbnsmkfqbtap,INPUT,d_8t1d5u_529
8T1D5U,MASTERDATA,8t1d5u-lfklnpbz-rbnsmkfqbtap,OUTPUT,d_8t1d5u_4772
8T1D5U,STAGING IN,8t1d5u-aytzimpn-ttgqwcpgmmqz,INPUT,d_8t1d5u_514
8T1D5U,RAWDATA,8t1d5u-aytzimpn-ttgqwcpgmmqz,OUTPUT,d_8t1d5u_4759
8T1D5U,RAWDATA,8t1d5u-asimsisn-ohcdvtzcowlu,OUTPUT,d_8t1d5u_4761
8T1D5U,STAGING IN,8t1d5u-asimsisn-ohcdvtzcowlu,INPUT,d_8t1d5u_516
8T1D5U,RAWDATA,8t1d5u-smtewgef-urextutbwzjl,OUTPUT,d_8t1d5u_4764
8T1D5U,STAGING IN,8t1d5u-smtewgef-urextutbwzjl,INPUT,d_8t1d5u_520
8T1D5U,STAGING IN,8t1d5u-zjuipjei-scpeocwrvher,INPUT,d_8t1d5u_522
8T1D5U,RAWDATA,8t1d5u-zjuipjei-scpeocwrvher,OUTPUT,d_8t1d5u_4765
8T1D5U,RAWDATA,8t1d5u-nbqfrnhn-btadtkobmlnp,OUTPUT,d_8t1d5u_4768
8T1D5U,STAGING IN,8t1d5u-nbqfrnhn-btadtkobmlnp,INPUT,d_8t1d5u_525
8T1D5U,STAGING IN,8t1d5u-tvuhqykt-byobrluzkkrz,INPUT,d_8t1d5u_526
8T1D5U,RAWDATA,8t1d5u-tvuhqykt-byobrluzkkrz,OUTPUT,d_8t1d5u_4769
8T1D5U,STAGING IN,8t1d5u-trpjiufe-ssetnjlcjzfk,INPUT,d_8t1d5u_527
8T1D5U,RAWDATA,8t1d5u-trpjiufe-ssetnjlcjzfk,OUTPUT,d_8t1d5u_4770
8T1D5U,MASTERDATA,8t1d5u-uwfxhmco-wahrzsfhfdmg,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-uwfxhmco-wahrzsfhfdmg,INPUT,d_8t1d5u_4758
8T1D5U,STAGING IN,8t1d5u-uwfxhmco-wahrzsfhfdmg,INPUT,d_8t1d5u_512
8T1D5U,MASTERDATA,8t1d5u-vjpjipmt-lgbrvvxgzfln,OUTPUT,d_8t1d5u_2015
8T1D5U,STAGING IN,8t1d5u-vjpjipmt-lgbrvvxgzfln,INPUT,d_8t1d5u_513
8T1D5U,MASTERDATA,8t1d5u-vjpjipmt-lgbrvvxgzfln,INPUT,d_8t1d5u_4759
8T1D5U,MASTERDATA,8t1d5u-owumbhqv-bozucbvzyxay,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-owumbhqv-bozucbvzyxay,INPUT,d_8t1d5u_4760
8T1D5U,STAGING IN,8t1d5u-owumbhqv-bozucbvzyxay,INPUT,d_8t1d5u_515
8T1D5U,STAGING IN,8t1d5u-ioxqaatl-tlrxjjvzcrrs,INPUT,d_8t1d5u_517
8T1D5U,MASTERDATA,8t1d5u-ioxqaatl-tlrxjjvzcrrs,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-ioxqaatl-tlrxjjvzcrrs,INPUT,d_8t1d5u_4761
8T1D5U,MASTERDATA,8t1d5u-yfbdnsnh-zdqizwigtpsz,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-yfbdnsnh-zdqizwigtpsz,INPUT,d_8t1d5u_4762
8T1D5U,STAGING IN,8t1d5u-yfbdnsnh-zdqizwigtpsz,INPUT,d_8t1d5u_518
8T1D5U,MASTERDATA,8t1d5u-tvbxokuf-ksihaviviwqc,OUTPUT,d_8t1d5u_2015
8T1D5U,STAGING IN,8t1d5u-tvbxokuf-ksihaviviwqc,INPUT,d_8t1d5u_520
8T1D5U,MASTERDATA,8t1d5u-tvbxokuf-ksihaviviwqc,INPUT,d_8t1d5u_4764
8T1D5U,MASTERDATA,8t1d5u-qursilzn-qydoysgbdvuz,INPUT,d_8t1d5u_4764
8T1D5U,STAGING IN,8t1d5u-qursilzn-qydoysgbdvuz,INPUT,d_8t1d5u_519
8T1D5U,MASTERDATA,8t1d5u-qursilzn-qydoysgbdvuz,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-oivenzlt-fstaptrvisdc,OUTPUT,d_8t1d5u_2015
8T1D5U,STAGING IN,8t1d5u-oivenzlt-fstaptrvisdc,INPUT,d_8t1d5u_521
8T1D5U,MASTERDATA,8t1d5u-oivenzlt-fstaptrvisdc,INPUT,d_8t1d5u_4765
8T1D5U,MASTERDATA,8t1d5u-rlbxmthz-saewyryizqnc,INPUT,d_8t1d5u_4765
8T1D5U,MASTERDATA,8t1d5u-rlbxmthz-saewyryizqnc,OUTPUT,d_8t1d5u_2015
8T1D5U,STAGING IN,8t1d5u-rlbxmthz-saewyryizqnc,INPUT,d_8t1d5u_523
8T1D5U,MASTERDATA,8t1d5u-uofnwsny-sucvffrfftcx,INPUT,d_8t1d5u_4767
8T1D5U,MASTERDATA,8t1d5u-uofnwsny-sucvffrfftcx,OUTPUT,d_8t1d5u_2015
8T1D5U,STAGING IN,8t1d5u-uofnwsny-sucvffrfftcx,INPUT,d_8t1d5u_524
8T1D5U,MASTERDATA,8t1d5u-fipbiuay-ypkavtvaxkpt,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-fipbiuay-ypkavtvaxkpt,INPUT,d_8t1d5u_4768
8T1D5U,STAGING IN,8t1d5u-fipbiuay-ypkavtvaxkpt,INPUT,d_8t1d5u_525
8T1D5U,STAGING IN,8t1d5u-ijdzekyk-teciaeiaakue,INPUT,d_8t1d5u_526
8T1D5U,MASTERDATA,8t1d5u-ijdzekyk-teciaeiaakue,INPUT,d_8t1d5u_4769
8T1D5U,MASTERDATA,8t1d5u-ijdzekyk-teciaeiaakue,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-brcdtula-yfguiwvukuit,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-brcdtula-yfguiwvukuit,INPUT,d_8t1d5u_4770
8T1D5U,STAGING IN,8t1d5u-brcdtula-yfguiwvukuit,INPUT,d_8t1d5u_527
8T1D5U,STAGING IN,8t1d5u-xdjhwtle-tebyzjhcmmjq,INPUT,d_8t1d5u_528
8T1D5U,MASTERDATA,8t1d5u-xdjhwtle-tebyzjhcmmjq,INPUT,d_8t1d5u_4771
8T1D5U,MASTERDATA,8t1d5u-xdjhwtle-tebyzjhcmmjq,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-oojssnzt-ejigbhqhebgy,OUTPUT,d_8t1d5u_2015
8T1D5U,STAGING IN,8t1d5u-oojssnzt-ejigbhqhebgy,INPUT,d_8t1d5u_529
8T1D5U,MASTERDATA,8t1d5u-oojssnzt-ejigbhqhebgy,INPUT,d_8t1d5u_4772
8T1D5U,STAGING IN,8t1d5u-vxcvaskn-qoufvgurwevj,INPUT,d_8t1d5u_514
8T1D5U,MASTERDATA,8t1d5u-vxcvaskn-qoufvgurwevj,OUTPUT,d_8t1d5u_2015
8T1D5U,RAWDATA,8t1d5u-vxcvaskn-qoufvgurwevj,INPUT,d_8t1d5u_4759
8T1D5U,MASTERDATA,8t1d5u-anrfbuhj-mldbmkvayxxi,OUTPUT,d_8t1d5u_2015
8T1D5U,RAWDATA,8t1d5u-anrfbuhj-mldbmkvayxxi,INPUT,d_8t1d5u_4761
8T1D5U,STAGING IN,8t1d5u-anrfbuhj-mldbmkvayxxi,INPUT,d_8t1d5u_516
8T1D5U,RAWDATA,8t1d5u-zneojgel-oxwsnpclnnpj,INPUT,d_8t1d5u_4764
8T1D5U,STAGING IN,8t1d5u-zneojgel-oxwsnpclnnpj,INPUT,d_8t1d5u_520
8T1D5U,MASTERDATA,8t1d5u-zneojgel-oxwsnpclnnpj,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-zlfjdljb-mlytwvctcdmt,OUTPUT,d_8t1d5u_2015
8T1D5U,RAWDATA,8t1d5u-zlfjdljb-mlytwvctcdmt,INPUT,d_8t1d5u_4765
8T1D5U,STAGING IN,8t1d5u-zlfjdljb-mlytwvctcdmt,INPUT,d_8t1d5u_522
8T1D5U,STAGING IN,8t1d5u-gaowqzlr-zvwauumwhnen,INPUT,d_8t1d5u_525
8T1D5U,RAWDATA,8t1d5u-gaowqzlr-zvwauumwhnen,INPUT,d_8t1d5u_4768
8T1D5U,MASTERDATA,8t1d5u-gaowqzlr-zvwauumwhnen,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-sqqqxrqi-jvjvpghxpenz,OUTPUT,d_8t1d5u_2015
8T1D5U,STAGING IN,8t1d5u-sqqqxrqi-jvjvpghxpenz,INPUT,d_8t1d5u_526
8T1D5U,RAWDATA,8t1d5u-sqqqxrqi-jvjvpghxpenz,INPUT,d_8t1d5u_4769
8T1D5U,MASTERDATA,8t1d5u-digqioky-xbguiewfwkcv,OUTPUT,d_8t1d5u_2015
8T1D5U,RAWDATA,8t1d5u-digqioky-xbguiewfwkcv,INPUT,d_8t1d5u_4770
8T1D5U,STAGING IN,8t1d5u-digqioky-xbguiewfwkcv,INPUT,d_8t1d5u_527
8T1D5U,MASTERDATA,8t1d5u-pjmpilke-xikzmovpxdjt,INPUT,d_8t1d5u_4767
8T1D5U,MASTERDATA,8t1d5u-pjmpilke-xikzmovpxdjt,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-tpoauycw-khdqqxtqmbgr,OUTPUT,d_8t1d5u_2015
8T1D5U,MASTERDATA,8t1d5u-tpoauycw-khdqqxtqmbgr,INPUT,d_8t1d5u_4764
8T1D5U,MASTERDATA,8t1d5u-gvuxvgqc-lxxgdsjcluer,OUTPUT,d_8t1d5u_2015
